Amaral1-1, Gamesa, 39.026628121, -9.048632539
Amaral1-2, Gamesa, 39.026352641, -9.046270410
Amaral1-3, Gamesa, 39.025990218, -9.044045397
Amaral1-4, Gamesa, 39.025786934, -9.041793910
Amaral1-5, Gamesa, 39.025322113, -9.036296175
